Recording timestamp,Computer timestamp,Sensor,Recording name,Participant name,Presented Stimulus name,Event,Event value,Gaze point X,Gaze point Y,Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Eye movement type,Gaze event duration,Fixation point X,Fixation point Y,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Mouse position X,Mouse position Y,AOI hit [cake - buy],AOI hit [cake - cake-pic],AOI hit [cake - not-buy],AOI hit [pizza - buy],AOI hit [pizza - not-buy],AOI hit [pizza - pizza-pic],AOI hit [ice-cream - buy],AOI hit [ice-cream - ice-cream-pic],AOI hit [ice-cream - not-buy],AOI hit [cereal - buy],AOI hit [cereal - creal-pic],AOI hit [cereal - not-buy],AOI hit [date - buy],AOI hit [date - date-pic],AOI hit [date - not-buy]
33060,1992416089,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,573.0,370.0,,,Fixation,2967.0,574.0,365.0,3.128,2.983,Valid,Valid,,,,,,,,,,,,,,,,,
33076,1992416105,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,656.0,430.0,,,Fixation,2967.0,574.0,365.0,3.405,3.0,Valid,Valid,,,,,,,,,,,,,,,,,
33093,1992416122,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,572.0,365.0,,,Fixation,2967.0,574.0,365.0,3.148,2.996,Valid,Valid,,,,,,,,,,,,,,,,,
33110,1992416139,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,582.0,362.0,,,Fixation,2967.0,574.0,365.0,3.169,3.035,Valid,Valid,,,,,,,,,,,,,,,,,
33126,1992416155,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,554.0,345.0,,,Fixation,2967.0,574.0,365.0,3.115,3.089,Valid,Valid,,,,,,,,,,,,,,,,,
33143,1992416172,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,577.0,365.0,,,Fixation,2967.0,574.0,365.0,3.167,3.099,Valid,Valid,,,,,,,,,,,,,,,,,
33160,1992416189,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,575.0,359.0,,,Fixation,2967.0,574.0,365.0,3.137,3.09,Valid,Valid,,,,,,,,,,,,,,,,,
33176,1992416205,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,561.0,348.0,,,Fixation,2967.0,574.0,365.0,3.095,3.127,Valid,Valid,,,,,,,,,,,,,,,,,
33193,1992416222,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,561.0,351.0,,,Fixation,2967.0,574.0,365.0,3.115,3.092,Valid,Valid,,,,,,,,,,,,,,,,,
33210,1992416239,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,597.0,389.0,,,Fixation,2967.0,574.0,365.0,3.297,3.087,Valid,Valid,,,,,,,,,,,,,,,,,
33226,1992416255,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,581.0,362.0,,,Fixation,2967.0,574.0,365.0,3.227,3.096,Valid,Valid,,,,,,,,,,,,,,,,,
33243,1992416272,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,576.0,362.0,,,Fixation,2967.0,574.0,365.0,3.207,3.086,Valid,Valid,,,,,,,,,,,,,,,,,
33260,1992416289,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,595.0,373.0,,,Fixation,2967.0,574.0,365.0,3.23,3.134,Valid,Valid,,,,,,,,,,,,,,,,,
33276,1992416305,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,587.0,371.0,,,Fixation,2967.0,574.0,365.0,3.203,3.11,Valid,Valid,,,,,,,,,,,,,,,,,
33293,1992416322,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,560.0,359.0,,,Fixation,2967.0,574.0,365.0,3.171,3.116,Valid,Valid,,,,,,,,,,,,,,,,,
33310,1992416339,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,595.0,376.0,,,Fixation,2967.0,574.0,365.0,3.242,3.147,Valid,Valid,,,,,,,,,,,,,,,,,
33326,1992416355,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,593.0,379.0,,,Fixation,2967.0,574.0,365.0,3.237,3.152,Valid,Valid,,,,,,,,,,,,,,,,,
33343,1992416372,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,574.0,359.0,,,Fixation,2967.0,574.0,365.0,3.207,3.186,Valid,Valid,,,,,,,,,,,,,,,,,
33360,1992416389,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,556.0,345.0,,,Fixation,2967.0,574.0,365.0,3.239,3.125,Valid,Valid,,,,,,,,,,,,,,,,,
33376,1992416405,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,596.0,376.0,,,Fixation,2967.0,574.0,365.0,3.247,3.18,Valid,Valid,,,,,,,,,,,,,,,,,
33393,1992416422,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,561.0,351.0,,,Fixation,2967.0,574.0,365.0,3.238,3.124,Valid,Valid,,,,,,,,,,,,,,,,,
33410,1992416439,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,580.0,361.0,,,Fixation,2967.0,574.0,365.0,3.261,3.191,Valid,Valid,,,,,,,,,,,,,,,,,
33426,1992416455,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,359.0,,,Fixation,2967.0,574.0,365.0,3.285,3.064,Valid,Valid,,,,,,,,,,,,,,,,,
33443,1992416472,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,570.0,358.0,,,Fixation,2967.0,574.0,365.0,3.222,3.103,Valid,Valid,,,,,,,,,,,,,,,,,
33460,1992416489,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,596.0,375.0,,,Fixation,2967.0,574.0,365.0,3.254,3.147,Valid,Valid,,,,,,,,,,,,,,,,,
33476,1992416505,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,588.0,380.0,,,Fixation,2967.0,574.0,365.0,3.333,3.085,Valid,Valid,,,,,,,,,,,,,,,,,
33493,1992416522,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,574.0,376.0,,,Fixation,2967.0,574.0,365.0,3.216,3.09,Valid,Valid,,,,,,,,,,,,,,,,,
33510,1992416539,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,585.0,375.0,,,Fixation,2967.0,574.0,365.0,3.251,3.162,Valid,Valid,,,,,,,,,,,,,,,,,
33526,1992416555,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,559.0,365.0,,,Fixation,2967.0,574.0,365.0,3.197,3.103,Valid,Valid,,,,,,,,,,,,,,,,,
33543,1992416572,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,585.0,386.0,,,Fixation,2967.0,574.0,365.0,3.227,3.081,Valid,Valid,,,,,,,,,,,,,,,,,
33560,1992416589,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,574.0,363.0,,,Fixation,2967.0,574.0,365.0,3.217,3.17,Valid,Valid,,,,,,,,,,,,,,,,,
33576,1992416605,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,565.0,362.0,,,Fixation,2967.0,574.0,365.0,3.203,3.164,Valid,Valid,,,,,,,,,,,,,,,,,
33593,1992416622,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,579.0,370.0,,,Fixation,2967.0,574.0,365.0,3.258,3.15,Valid,Valid,,,,,,,,,,,,,,,,,
33610,1992416639,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,596.0,375.0,,,Fixation,2967.0,574.0,365.0,3.277,3.127,Valid,Valid,,,,,,,,,,,,,,,,,
33626,1992416655,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,557.0,349.0,,,Fixation,2967.0,574.0,365.0,3.219,3.158,Valid,Valid,,,,,,,,,,,,,,,,,
33643,1992416672,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,570.0,347.0,,,Fixation,2967.0,574.0,365.0,3.238,3.128,Valid,Valid,,,,,,,,,,,,,,,,,
33660,1992416689,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,354.0,,,Fixation,2967.0,574.0,365.0,3.187,3.051,Valid,Valid,,,,,,,,,,,,,,,,,
33676,1992416705,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,565.0,360.0,,,Fixation,2967.0,574.0,365.0,3.228,3.108,Valid,Valid,,,,,,,,,,,,,,,,,
33693,1992416722,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,578.0,376.0,,,Fixation,2967.0,574.0,365.0,3.207,3.152,Valid,Valid,,,,,,,,,,,,,,,,,
33710,1992416739,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,565.0,374.0,,,Fixation,2967.0,574.0,365.0,3.227,3.151,Valid,Valid,,,,,,,,,,,,,,,,,
33726,1992416755,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,560.0,356.0,,,Fixation,2967.0,574.0,365.0,3.18,3.151,Valid,Valid,,,,,,,,,,,,,,,,,
33743,1992416772,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,557.0,365.0,,,Fixation,2967.0,574.0,365.0,3.133,3.152,Valid,Valid,,,,,,,,,,,,,,,,,
33760,1992416789,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,571.0,364.0,,,Fixation,2967.0,574.0,365.0,3.208,3.109,Valid,Valid,,,,,,,,,,,,,,,,,
33776,1992416805,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,548.0,355.0,,,Fixation,2967.0,574.0,365.0,3.195,3.087,Valid,Valid,,,,,,,,,,,,,,,,,
33793,1992416822,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,578.0,361.0,,,Fixation,2967.0,574.0,365.0,3.2,3.107,Valid,Valid,,,,,,,,,,,,,,,,,
33810,1992416839,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,574.0,371.0,,,Fixation,2967.0,574.0,365.0,3.194,3.144,Valid,Valid,,,,,,,,,,,,,,,,,
33826,1992416855,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,563.0,356.0,,,Fixation,2967.0,574.0,365.0,3.19,3.108,Valid,Valid,,,,,,,,,,,,,,,,,
33843,1992416872,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,574.0,359.0,,,Fixation,2967.0,574.0,365.0,3.221,3.093,Valid,Valid,,,,,,,,,,,,,,,,,
33860,1992416889,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,587.0,350.0,,,Fixation,2967.0,574.0,365.0,3.232,3.16,Valid,Valid,,,,,,,,,,,,,,,,,
33876,1992416905,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,576.0,364.0,,,Fixation,2967.0,574.0,365.0,3.205,3.115,Valid,Valid,,,,,,,,,,,,,,,,,
33893,1992416922,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,560.0,364.0,,,Fixation,2967.0,574.0,365.0,3.22,3.169,Valid,Valid,,,,,,,,,,,,,,,,,
33910,1992416939,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,550.0,341.0,,,Fixation,2967.0,574.0,365.0,3.197,3.175,Valid,Valid,,,,,,,,,,,,,,,,,
33926,1992416955,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,588.0,376.0,,,Fixation,2967.0,574.0,365.0,3.286,3.15,Valid,Valid,,,,,,,,,,,,,,,,,
33943,1992416972,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,560.0,339.0,,,Fixation,2967.0,574.0,365.0,3.195,3.161,Valid,Valid,,,,,,,,,,,,,,,,,
33960,1992416989,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,583.0,367.0,,,Fixation,2967.0,574.0,365.0,3.213,3.217,Valid,Valid,,,,,,,,,,,,,,,,,
33976,1992417005,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,574.0,355.0,,,Fixation,2967.0,574.0,365.0,3.313,3.215,Valid,Valid,,,,,,,,,,,,,,,,,
33993,1992417022,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,566.0,363.0,,,Fixation,2967.0,574.0,365.0,3.227,3.16,Valid,Valid,,,,,,,,,,,,,,,,,
34010,1992417039,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,554.0,354.0,,,Fixation,2967.0,574.0,365.0,3.173,3.167,Valid,Valid,,,,,,,,,,,,,,,,,
34027,1992417055,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,558.0,355.0,,,Fixation,2967.0,574.0,365.0,3.166,3.184,Valid,Valid,,,,,,,,,,,,,,,,,
34043,1992417072,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,569.0,354.0,,,Fixation,2967.0,574.0,365.0,3.215,3.223,Valid,Valid,,,,,,,,,,,,,,,,,
34060,1992417089,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,564.0,356.0,,,Fixation,2967.0,574.0,365.0,3.21,3.214,Valid,Valid,,,,,,,,,,,,,,,,,
34077,1992417105,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,551.0,340.0,,,Fixation,2967.0,574.0,365.0,3.178,3.154,Valid,Valid,,,,,,,,,,,,,,,,,
34093,1992417122,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,591.0,384.0,,,Fixation,2967.0,574.0,365.0,3.291,3.206,Valid,Valid,,,,,,,,,,,,,,,,,
34110,1992417139,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,554.0,353.0,,,Fixation,2967.0,574.0,365.0,3.183,3.249,Valid,Valid,,,,,,,,,,,,,,,,,
34127,1992417155,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,584.0,360.0,,,Fixation,2967.0,574.0,365.0,3.304,3.215,Valid,Valid,,,,,,,,,,,,,,,,,
34143,1992417172,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,570.0,350.0,,,Fixation,2967.0,574.0,365.0,3.219,3.223,Valid,Valid,,,,,,,,,,,,,,,,,
34160,1992417189,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,578.0,401.0,,,Fixation,2967.0,574.0,365.0,3.331,3.207,Valid,Valid,,,,,,,,,,,,,,,,,
34176,1992417205,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,551.0,349.0,,,Fixation,2967.0,574.0,365.0,3.168,3.209,Valid,Valid,,,,,,,,,,,,,,,,,
34193,1992417222,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,584.0,356.0,,,Fixation,2967.0,574.0,365.0,3.241,3.209,Valid,Valid,,,,,,,,,,,,,,,,,
34210,1992417239,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,592.0,356.0,,,Fixation,2967.0,574.0,365.0,3.283,3.249,Valid,Valid,,,,,,,,,,,,,,,,,
34226,1992417255,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,356.0,,,Fixation,2967.0,574.0,365.0,3.219,3.206,Valid,Valid,,,,,,,,,,,,,,,,,
34243,1992417272,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,565.0,357.0,,,Fixation,2967.0,574.0,365.0,3.174,3.223,Valid,Valid,,,,,,,,,,,,,,,,,
34260,1992417289,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,583.0,354.0,,,Fixation,2967.0,574.0,365.0,3.275,3.221,Valid,Valid,,,,,,,,,,,,,,,,,
34276,1992417305,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,586.0,374.0,,,Fixation,2967.0,574.0,365.0,3.265,3.206,Valid,Valid,,,,,,,,,,,,,,,,,
34293,1992417322,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,574.0,338.0,,,Fixation,2967.0,574.0,365.0,3.257,3.214,Valid,Valid,,,,,,,,,,,,,,,,,
34310,1992417339,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,562.0,336.0,,,Fixation,2967.0,574.0,365.0,3.226,3.23,Valid,Valid,,,,,,,,,,,,,,,,,
34326,1992417355,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,590.0,358.0,,,Fixation,2967.0,574.0,365.0,3.246,3.216,Valid,Valid,,,,,,,,,,,,,,,,,
34343,1992417372,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,564.0,350.0,,,Fixation,2967.0,574.0,365.0,3.216,3.228,Valid,Valid,,,,,,,,,,,,,,,,,
34360,1992417389,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,547.0,355.0,,,Fixation,2967.0,574.0,365.0,3.228,3.216,Valid,Valid,,,,,,,,,,,,,,,,,
34376,1992417405,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,379.0,,,Fixation,2967.0,574.0,365.0,3.266,3.18,Valid,Valid,,,,,,,,,,,,,,,,,
34393,1992417422,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,542.0,344.0,,,Fixation,2967.0,574.0,365.0,3.244,3.184,Valid,Valid,,,,,,,,,,,,,,,,,
34410,1992417439,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,578.0,344.0,,,Fixation,2967.0,574.0,365.0,3.283,3.212,Valid,Valid,,,,,,,,,,,,,,,,,
34426,1992417455,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,591.0,409.0,,,Fixation,2967.0,574.0,365.0,3.426,3.168,Valid,Valid,,,,,,,,,,,,,,,,,
34443,1992417472,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,575.0,344.0,,,Fixation,2967.0,574.0,365.0,3.241,3.249,Valid,Valid,,,,,,,,,,,,,,,,,
34460,1992417489,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,339.0,,,Fixation,2967.0,574.0,365.0,3.248,3.249,Valid,Valid,,,,,,,,,,,,,,,,,
34476,1992417505,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,577.0,364.0,,,Fixation,2967.0,574.0,365.0,3.304,3.237,Valid,Valid,,,,,,,,,,,,,,,,,
34493,1992417522,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,584.0,353.0,,,Fixation,2967.0,574.0,365.0,3.338,3.209,Valid,Valid,,,,,,,,,,,,,,,,,
34510,1992417539,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,588.0,367.0,,,Fixation,2967.0,574.0,365.0,3.281,3.221,Valid,Valid,,,,,,,,,,,,,,,,,
34526,1992417555,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,561.0,357.0,,,Fixation,2967.0,574.0,365.0,3.237,3.254,Valid,Valid,,,,,,,,,,,,,,,,,
34543,1992417572,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,578.0,350.0,,,Fixation,2967.0,574.0,365.0,3.253,3.271,Valid,Valid,,,,,,,,,,,,,,,,,
34560,1992417589,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,352.0,,,Fixation,2967.0,574.0,365.0,3.298,3.208,Valid,Valid,,,,,,,,,,,,,,,,,
34576,1992417605,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,586.0,368.0,,,Fixation,2967.0,574.0,365.0,3.313,3.235,Valid,Valid,,,,,,,,,,,,,,,,,
34593,1992417622,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,566.0,361.0,,,Fixation,2967.0,574.0,365.0,3.275,3.188,Valid,Valid,,,,,,,,,,,,,,,,,
34610,1992417639,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,707.0,357.0,,,Saccade,17.0,,,3.36,3.226,Valid,Valid,,,,,,,,,,,,,,,,,
34626,1992417655,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,700.0,365.0,,,Fixation,250.0,706.0,354.0,3.36,3.241,Valid,Valid,,,,,,,,,,,,,,,,,
34643,1992417672,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,675.0,335.0,,,Fixation,250.0,706.0,354.0,3.326,3.226,Valid,Valid,,,,,,,,,,,,,,,,,
34660,1992417688,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,695.0,367.0,,,Fixation,250.0,706.0,354.0,3.271,3.275,Valid,Valid,,,,,,,,,,,,,,,,,
34676,1992417705,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,711.0,361.0,,,Fixation,250.0,706.0,354.0,3.359,3.253,Valid,Valid,,,,,,,,,,,,,,,,,
34693,1992417722,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,693.0,347.0,,,Fixation,250.0,706.0,354.0,3.252,3.245,Valid,Valid,,,,,,,,,,,,,,,,,
34710,1992417739,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,676.0,337.0,,,Fixation,250.0,706.0,354.0,3.282,3.216,Valid,Valid,,,,,,,,,,,,,,,,,
34726,1992417755,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,691.0,356.0,,,Fixation,250.0,706.0,354.0,3.301,3.244,Valid,Valid,,,,,,,,,,,,,,,,,
34743,1992417772,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,701.0,342.0,,,Fixation,250.0,706.0,354.0,3.315,3.274,Valid,Valid,,,,,,,,,,,,,,,,,
34760,1992417789,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,706.0,361.0,,,Fixation,250.0,706.0,354.0,3.308,3.285,Valid,Valid,,,,,,,,,,,,,,,,,
34776,1992417805,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,735.0,368.0,,,Fixation,250.0,706.0,354.0,3.429,3.268,Valid,Valid,,,,,,,,,,,,,,,,,
34793,1992417822,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,713.0,348.0,,,Fixation,250.0,706.0,354.0,3.374,3.352,Valid,Valid,,,,,,,,,,,,,,,,,
34810,1992417839,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,724.0,355.0,,,Fixation,250.0,706.0,354.0,3.354,3.29,Valid,Valid,,,,,,,,,,,,,,,,,
34826,1992417855,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,709.0,331.0,,,Fixation,250.0,706.0,354.0,3.306,3.263,Valid,Valid,,,,,,,,,,,,,,,,,
34843,1992417872,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,725.0,358.0,,,Fixation,250.0,706.0,354.0,3.399,3.307,Valid,Valid,,,,,,,,,,,,,,,,,
34860,1992417889,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,724.0,324.0,,,Fixation,250.0,706.0,354.0,3.376,3.271,Valid,Valid,,,,,,,,,,,,,,,,,
34876,1992417905,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,754.0,360.0,,,Saccade,17.0,,,3.413,3.24,Valid,Valid,,,,,,,,,,,,,,,,,
34893,1992417922,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,764.0,365.0,,,Unclassified,17.0,,,3.38,3.319,Valid,Valid,,,,,,,,,,,,,,,,,
34910,1992417939,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,914.0,363.0,,,Saccade,17.0,,,3.34,3.319,Valid,Valid,,,,,,,,,,,,,,,,,
34926,1992417955,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,930.0,298.0,,,Fixation,183.0,970.0,336.0,3.281,3.299,Valid,Valid,,,,,,,,,,,,,,,,,
34943,1992417972,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,939.0,343.0,,,Fixation,183.0,970.0,336.0,3.337,3.344,Valid,Valid,,,,,,,,,,,,,,,,,
34960,1992417989,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,956.0,337.0,,,Fixation,183.0,970.0,336.0,3.33,3.347,Valid,Valid,,,,,,,,,,,,,,,,,
34976,1992418005,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,961.0,328.0,,,Fixation,183.0,970.0,336.0,3.401,3.258,Valid,Valid,,,,,,,,,,,,,,,,,
34993,1992418022,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,965.0,332.0,,,Fixation,183.0,970.0,336.0,3.291,3.274,Valid,Valid,,,,,,,,,,,,,,,,,
35010,1992418039,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,974.0,341.0,,,Fixation,183.0,970.0,336.0,3.27,3.271,Valid,Valid,,,,,,,,,,,,,,,,,
35026,1992418055,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,974.0,326.0,,,Fixation,183.0,970.0,336.0,3.329,3.225,Valid,Valid,,,,,,,,,,,,,,,,,
35043,1992418072,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,972.0,340.0,,,Fixation,183.0,970.0,336.0,3.295,3.272,Valid,Valid,,,,,,,,,,,,,,,,,
35060,1992418089,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,988.0,335.0,,,Fixation,183.0,970.0,336.0,3.232,3.217,Valid,Valid,,,,,,,,,,,,,,,,,
35076,1992418105,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1005.0,334.0,,,Fixation,183.0,970.0,336.0,3.253,3.217,Valid,Valid,,,,,,,,,,,,,,,,,
35093,1992418122,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1001.0,330.0,,,Fixation,183.0,970.0,336.0,3.303,3.236,Valid,Valid,,,,,,,,,,,,,,,,,
35110,1992418139,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1034.0,339.0,,,Saccade,33.0,,,3.25,3.234,Valid,Valid,,,,,,,,,,,,,,,,,
35126,1992418155,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1206.0,367.0,,,Saccade,33.0,,,3.307,3.225,Valid,Valid,,,,,,,,,,,,,,,,,
35143,1992418172,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1215.0,356.0,,,Fixation,67.0,1213.0,345.0,3.243,3.165,Valid,Valid,,,,,,,,,,,,,,,,,
35160,1992418189,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1214.0,305.0,,,Fixation,67.0,1213.0,345.0,3.16,3.158,Valid,Valid,,,,,,,,,,,,,,,,,
35176,1992418205,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1210.0,343.0,,,Fixation,67.0,1213.0,345.0,3.187,3.198,Valid,Valid,,,,,,,,,,,,,,,,,
35193,1992418222,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1213.0,340.0,,,Fixation,67.0,1213.0,345.0,3.144,3.134,Valid,Valid,,,,,,,,,,,,,,,,,
35210,1992418239,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1244.0,363.0,,,Saccade,17.0,,,3.238,3.156,Valid,Valid,,,,,,,,,,,,,,,,,
35226,1992418255,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1243.0,336.0,,,Fixation,350.0,1290.0,340.0,3.165,3.132,Valid,Valid,,,,,,,,,,,,,,,,,
35243,1992418272,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1264.0,355.0,,,Fixation,350.0,1290.0,340.0,3.252,3.122,Valid,Valid,,,,,,,,,,,,,,,,,
35260,1992418289,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1257.0,352.0,,,Fixation,350.0,1290.0,340.0,3.204,3.098,Valid,Valid,,,,,,,,,,,,,,,,,
35276,1992418305,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1263.0,348.0,,,Fixation,350.0,1290.0,340.0,3.154,3.11,Valid,Valid,,,,,,,,,,,,,,,,,
35293,1992418322,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1272.0,343.0,,,Fixation,350.0,1290.0,340.0,3.158,3.109,Valid,Valid,,,,,,,,,,,,,,,,,
35310,1992418339,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1289.0,351.0,,,Fixation,350.0,1290.0,340.0,3.199,3.093,Valid,Valid,,,,,,,,,,,,,,,,,
35326,1992418355,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1272.0,327.0,,,Fixation,350.0,1290.0,340.0,3.12,3.094,Valid,Valid,,,,,,,,,,,,,,,,,
35343,1992418372,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1280.0,368.0,,,Fixation,350.0,1290.0,340.0,3.164,3.128,Valid,Valid,,,,,,,,,,,,,,,,,
35360,1992418389,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1280.0,322.0,,,Fixation,350.0,1290.0,340.0,3.162,3.039,Valid,Valid,,,,,,,,,,,,,,,,,
